english,english_normalized,domain,primary_tamil,all_alternatives,sources
"access storage device, direct","access storage device, direct",ai,நேரடி அணுகு களஞ்சியக்கருவி; நேரடி அணுகு சேமிப்பக சாதனம்,நேரடி அணுகு களஞ்சியக்கருவி; நேரடி அணுகு சேமிப்பக சாதனம்,மணவை முஸ்தபா
"access storage, direct","access storage, direct",ai,நேரடி அணுகு சேமிப்பகம்,நேரடி அணுகு சேமிப்பகம்,மணவை முஸ்தபா
"access storage, random","access storage, random",ai,தற்போக்கு அணுகு தேக்ககம்; குறிப்பின்றி அணுகு சேமிப்பகம்,தற்போக்கு அணுகு தேக்ககம்; குறிப்பின்றி அணுகு சேமிப்பகம்,மணவை முஸ்தபா
"access storage, zero","access storage, zero",ai,சுழி அணுகு சேமிப்பகம்,சுழி அணுகு சேமிப்பகம்,மணவை முஸ்தபா
access time,access time,general,அணுகு நேரம்,"அணுகு நேரம்,அணுகக நேரம்","அண்ணா பல்கலைக்கழகம்,அ.கி. மூர்த்தி,மணவை முஸ்தபா"
access to store,access to store,general,சேமிப்பக அணுகல்,சேமிப்பக அணுகல்,மணவை முஸ்தபா
access vector,access vector,general,அணுகு நெறியம்,அணுகு நெறியம்,மணவை முஸ்தபா
"access, random","access, random",general,குறிப்பின்றி அணுகல்,குறிப்பின்றி அணுகல்,மணவை முஸ்தபா
"access, serial","access, serial",general,தொடரியல் அணுகல்,தொடரியல் அணுகல்,மணவை முஸ்தபா
accessibility,accessibility,general,அணுகல் தரம்; அணுகுதிறன் அணுகுதரம்,அணுகல் தரம்; அணுகுதிறன் அணுகுதரம்,மணவை முஸ்தபா
accessibility options,accessibility options,general,அணுகுமுறை விருப்பத் தேர்வுகள்,அணுகுமுறை விருப்பத் தேர்வுகள்,மணவை முஸ்தபா
accessory,accessory,general,துணை உறுப்பு,"துணை உறுப்பு,துணையுறுப்பு","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
accountancy,accountancy,general,கணக்கியல்,கணக்கியல்,மணவை முஸ்தபா
accountancy card calling,accountancy card calling,mobile,வங்கிக் கணக்கு அழைப்பு அட்டை,வங்கிக் கணக்கு அழைப்பு அட்டை,மணவை முஸ்தபா
accounting file,accounting file,general,கணக்கு வைப்புக் கோப்பு,கணக்கு வைப்புக் கோப்பு,மணவை முஸ்தபா
accounting information system,accounting information system,office,கணக்கிடும் தகவல் அமைப்பு,கணக்கிடும் தகவல் அமைப்பு,மணவை முஸ்தபா
accumulator,accumulator,general,திரட்டி,"திரட்டி,திரளகம்,சேமகம்","அண்ணா பல்கலைக்கழகம்,அ.கி. மூர்த்தி"
accuracy,accuracy,general,துல்லியம்,துல்லியம்,"அண்ணா பல்கலைக்கழகம்,அ.கி. மூர்த்தி,aangilam.org"
accurating control character,accurating control character,general,துல்லியக் கட்டுப்பாட்டு எழுத்து,துல்லியக் கட்டுப்பாட்டு எழுத்து,அ.கி. மூர்த்தி
ACK,ack,general,Acknowledge -என்பதன் குறுக்கம்: ஏல் அறிவிப்பு,"Acknowledge -என்பதன் குறுக்கம்: ஏல் அறிவிப்பு,ஏசிகே","அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
acknowledge,acknowledge,general,ஏற்பு ஒப்பு,ஏற்பு ஒப்பு,மணவை முஸ்தபா
acknowledge character,acknowledge character,general,ஏற்பு ஒப்பு எழுத்து,ஏற்பு ஒப்பு எழுத்து,மணவை முஸ்தபா
"acknowledge, ACK","acknowledge, ack",general,ஏற்பு,ஏற்பு,அ.கி. மூர்த்தி
ACMST,acmst,general,ஏசியம்எஸ்டி,ஏசியம்எஸ்டி,மணவை முஸ்தபா
acoustic coupler,acoustic coupler,general,கேட்பொலி ணைப்பி,"கேட்பொலி ணைப்பி,ஒலி இணைப்பான்","அண்ணா பல்கலைக்கழகம்,அ.கி. மூர்த்தி"
acoustic memory,acoustic memory,hardware,ஒலி நினைவகம்,ஒலி நினைவகம்,மணவை முஸ்தபா
acoustic modem,acoustic modem,networking,ஒலி இணக்கி; ஒலி மோடெம்,ஒலி இணக்கி; ஒலி மோடெம்,மணவை முஸ்தபா
ACPA,acpa,general,ஏசிபிஏ,ஏசிபிஏ,மணவை முஸ்தபா
action,action,general,செயல்,செயல்,"அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா,aangilam.org"
action entry,action entry,general,செயல் பதிவு,செயல் பதிவு,அண்ணா பல்கலைக்கழகம்
action oriented management report,action oriented management report,hardware,"""  செயல் சார்ந்த மேலாண்மை அறிக்கை","""  செயல் சார்ந்த மேலாண்மை அறிக்கை",மணவை முஸ்தபா
action statement,action statement,programming,செயல் கூற்று,செயல் கூற்று,"அண்ணா பல்கலைக்கழகம்,மணவை முஸ்தபா"
action stub,action stub,general,செயல் டம்,செயல் டம்,அண்ணா பல்கலைக்கழகம்
Activate,activate,general,இயக்கு,இயக்கு,aangilam.org
Activation,activation,ai,இயக்குவிப்பு,"இயக்குவிப்பு,இயங்குவித்தல்","மு.சிவலிங்கம்,மணவை முஸ்தபா"
Activation Function,activation function,ai,தூண்டல் சார்பு,"தூண்டல் சார்பு,இயக்கச் சார்பு",காங்கேயன் பசுபதி
Activation Patching,activation patching,ai,தூண்டல் ஒட்டாக்கம்,தூண்டல் ஒட்டாக்கம்,காங்கேயன் பசுபதி
active cell,active cell,office,யங்கு கலன்,"யங்கு கலன்,இயங்கு கலன்","அண்ணா பல்கலைக்கழகம்,aangilam.org"
active device,active device,general,இயங்கு உறுப்பு,இயங்கு உறுப்பு,மணவை முஸ்தபா
active element,active element,general,வினைவுறு உறுப்பு,வினைவுறு உறுப்பு,அ.கி. மூர்த்தி
active file,active file,general,நடப்புக் கோப்பு,"நடப்புக் கோப்பு,நடப்புக் கோப்பு","அண்ணா பல்கலைக்கழகம்,aangilam.org"
active master file,active master file,general,வினைவுறு முதன்மைக் கோப்பு,வினைவுறு முதன்மைக் கோப்பு,அ.கி. மூர்த்தி
active partition,active partition,general,இயங்கும் பாகம்,இயங்கும் பாகம்,மணவை முஸ்தபா
active programme,active programme,programming,ந்டப்பு நிரல்;இயங்கும் செயல் நிரல்,ந்டப்பு நிரல்;இயங்கும் செயல் நிரல்,மணவை முஸ்தபா
active sensing,active sensing,general,நடப்பு ஆணைத் தொடர்,நடப்பு ஆணைத் தொடர்,மணவை முஸ்தபா
Active Server Pages,active server pages,networking,வினைவுறு வழங்கிப் பக்கங்கள்,வினைவுறு வழங்கிப் பக்கங்கள்,அ.கி. மூர்த்தி
active star,active star,general,இயங்கும் நட்சத்திரம்,இயங்கும் நட்சத்திரம்,மணவை முஸ்தபா
active window,active window,general,இயங்கும் சாளரம்,இயங்கும் சாளரம்,மணவை முஸ்தபா
